OPTD: OPT Done
YD: Written to extract write set
CTD: Test Done

R1: Optimizing sal/sar/shr and the flag updates; Is the path count mask > 64 ever reached, Testing of sarxq_r64_r64_r64 shows its not.
#R2: concate over extract cm(ex1, cm(ex2,...)) can we concat ex1 and ex2 
R3: adc flags
#R4: B orBool B



unpcklps_xmm_xmm	5	94	
vaddsubpd_xmm_xmm_xmm	5	73	
vaddsubps_xmm_xmm_xmm	5	74	
vandnps_ymm_ymm_ymm	5	71	
vandpd_xmm_xmm_xmm	5	35	
vandps_xmm_xmm_xmm	5	38	
vcvtsi2sdl_xmm_xmm_r32	5	64	
vfmadd231pd_xmm_xmm_xmm	5	71	
vfmsub132sd_xmm_xmm_xmm	5	68	
vfmsub213sd_xmm_xmm_xmm	5	69	
vfnmadd231ss_xmm_xmm_xmm	5	125	
vfnmsub132pd_xmm_xmm_xmm	5	47	
vhsubpd_ymm_ymm_ymm	5	56	
vmovmskpd_r64_xmm	5	47	
vmovmskpd_r64_ymm	5	125	
vpand_xmm_xmm_xmm	5	38	
vpandn_ymm_ymm_ymm	5	68	
vpbroadcastb_xmm_xmm	5	63	
vpbroadcastw_xmm_xmm	5	68	
vpunpckhdq_xmm_xmm_xmm	5	31	
vunpckhpd_xmm_xmm_xmm	5	16	
vunpckhps_ymm_ymm_ymm	5	105	
vunpcklpd_ymm_ymm_ymm	5	39	
xaddb_rh_rh	5	63	
			
Stratum 6	55		
andb_r8_r8	6	65	
blsrl_r32_r32	6	103	
btq_r64_r64	6	85	
cmovael_r32_r32	6	39	
cmovaq_r64_r64	6	47	
cmovbw_r16_r16	6	33	
cmovcl_r32_r32	6	32	
cmovll_r32_r32	6	66	
cmovnaeq_r64_r64	6	30	
cmovnaew_r16_r16	6	54	
cmovnal_r32_r32	6	81	
cmovngel_r32_r32	6	33	
cmovnsw_r16_r16	6	133	
cmovpew_r16_r16	6	115	
cmovpl_r32_r32	6	36	
cmovpow_r16_r16	6	32	
cmovpq_r64_r64	6	82	
cmovzl_r32_r32	6	26	
cvtsi2sdl_xmm_r32	6	68	
movmskpd_r32_xmm	6	47	
negl_r32	6	201	
paddd_xmm_xmm	6	240	
punpckldq_xmm_xmm	6	94	
sarb_r8_one	6	86	
sarl_r32_one	6	94	
sarw_r16_one	6	89	
sbbb_rh_r8	6	210	
sbbb_rh_rh	6	241	
sbbl_r32_r32	6	192	
sbbq_r64_r64	6	188	
sbbw_r16_r16	6	194	
setg_r8	6	64	
setnle_rh	6	88	
subq_r64_r64	6	99	
testb_r8_r8	6	61	
testw_r16_r16	6	79	
vandps_ymm_ymm_ymm	6	78	
vcvtsi2ssl_xmm_xmm_r32	6	70	
vcvttps2dq_xmm_xmm	6	36	
vfmadd132pd_xmm_xmm_xmm	6	74	
vfmadd132sd_xmm_xmm_xmm	6	81	
vfmadd213ps_xmm_xmm_xmm	6	94	
vfmadd213sd_xmm_xmm_xmm	6	120	
vfmaddsub132pd_xmm_xmm_xmm	6	141	
vfnmadd132sd_xmm_xmm_xmm	6	64	
vfnmadd213ss_xmm_xmm_xmm	6	146	
vfnmsub213pd_xmm_xmm_xmm	6	50	
vmovmskpd_r32_ymm	6	134	
vpbroadcastb_ymm_xmm	6	127	
vphaddd_xmm_xmm_xmm	6	129	
vphaddd_ymm_ymm_ymm	6	243	
vpmovzxbq_ymm_xmm	6	79	
vpunpckhdq_ymm_ymm_ymm	6	106	
vpunpckldq_xmm_xmm_xmm	6	141	
vunpcklps_ymm_ymm_ymm	6	134	
			
	46		
cmovaeq_r64_r64	7	248	
cmovbel_r32_r32	7	81	
cmovcq_r64_r64	7	30	
cmovleq_r64_r64	7	120	
cmovnbl_r32_r32	7	39	
cmovngew_r16_r16	7	46	
cmovnlel_r32_r32	7	43	
cmovnleq_r64_r64	7	180	
cmovnll_r32_r32	7	48	
cmovnol_r32_r32	7	34	
cmovol_r32_r32	7	32	
cmovpw_r16_r16	7	49	
cmovsw_r16_r16	7	137	
cmpb_r8_rh	7	260	
cmpq_r64_r64	7	99	
cvttps2dq_xmm_xmm	7	38	
hsubps_xmm_xmm	7	367	
negq_r64	7	189	
rorb_r8_one	7	103	
sarb_rh_one	7	115	
sbbb_r8_r8	7	233	
sbbb_r8_rh	7	235	
setg_rh	7	88	
subb_rh_r8	7	292	
subb_rh_rh	7	252	
subl_r32_r32	7	200	
subw_r16_r16	7	405	
testb_r8_rh	7	64	
testq_r64_r64	7	102	
vandpd_ymm_ymm_ymm	7	78	
vfmadd132ps_xmm_xmm_xmm	7	103	
vfmadd213pd_xmm_xmm_xmm	7	77	
vfmadd231sd_xmm_xmm_xmm	7	84	
vfmaddsub213ps_xmm_xmm_xmm	7	186	
vfnmsub213sd_xmm_xmm_xmm	7	161	
